,purpose,tfn_at,mode,period,split,trips,total_trips,split_method
120,1,3,7,1,0.7637905397680202,3.455191392110097,4.523742063052409,TBD
121,1,3,7,2,0.23620946023197975,1.068550670942312,4.523742063052409,TBD
122,1,3,7,3,0.0,0.0,4.523742063052409,TBD
123,1,3,7,4,0.0,0.0,4.523742063052409,TBD
124,1,3,7,5,0.0,0.0,4.523742063052409,TBD
125,1,3,7,6,0.0,0.0,4.523742063052409,TBD
126,1,4,1,1,0.12924856815491115,104.84016057200894,811.151427583728,observed
127,1,4,1,2,0.7801101197189984,632.7874372825785,811.151427583728,observed
128,1,4,1,3,0.04667172255105454,37.85783437507956,811.151427583728,observed
129,1,4,1,4,0.019465835471830607,15.78974023208537,811.151427583728,observed
130,1,4,1,5,0.004585055146264937,3.7191740274429224,811.151427583728,observed
131,1,4,1,6,0.019918698956940487,16.157081094532792,811.151427583728,observed
132,1,4,2,1,0.4716537475881707,5.727607148759804,12.14366932956276,TBD
133,1,4,2,2,0.2162932305954017,2.6265934705734253,12.14366932956276,TBD
134,1,4,2,3,0.0,0.0,12.14366932956276,TBD
135,1,4,2,4,0.23041015099435258,2.798024683850044,12.14366932956276,TBD
136,1,4,2,5,0.08164287082207482,0.9914440263794844,12.14366932956276,TBD
137,1,4,2,6,0.0,0.0,12.14366932956276,TBD
138,1,4,3,1,0.5098254808554732,1556.984627806114,3053.956081586068,observed
139,1,4,3,2,0.3152401583672465,962.7295988058077,3053.956081586068,observed
140,1,4,3,3,0.08961081620325832,273.66749711983215,3053.956081586068,observed
141,1,4,3,4,0.041944414910730386,128.09640100519442,3053.956081586068,observed
142,1,4,3,5,0.02850877157354397,87.06453632557263,3053.956081586068,observed
143,1,4,3,6,0.014870358089747572,45.41342052354719,3053.956081586068,observed
144,1,4,4,1,0.3009305927649988,26.83902433088606,89.1867592599502,TBD
145,1,4,4,2,0.36952059147499494,32.95634403347478,89.1867592599502,TBD
146,1,4,4,3,0.15928771556479732,14.206355141145,89.1867592599502,TBD
147,1,4,4,4,0.09634927469345012,8.593079566955547,89.1867592599502,TBD
148,1,4,4,5,0.051904516689873274,4.629195634523795,89.1867592599502,TBD
149,1,4,4,6,0.022007308811885395,1.9627605529650034,89.1867592599502,TBD
150,1,4,5,1,0.3973528740917509,61.947345821800546,155.9000824226996,observed
151,1,4,5,2,0.3897867538950698,60.7677870595179,155.9000824226996,observed
152,1,4,5,3,0.11827470743389884,18.43903663746551,155.9000824226996,observed
153,1,4,5,4,0.04609154648250207,7.185675895611762,155.9000824226996,observed
154,1,4,5,5,0.03356068792800994,5.232114014139249,155.9000824226996,observed
155,1,4,5,6,0.014933430168768502,2.328122994164638,155.9000824226996,observed
156,1,4,6,1,0.5108740743431177,31.58840556369735,61.83207790356899,TBD
157,1,4,6,2,0.23682213050613543,14.643204422744548,61.83207790356899,TBD
158,1,4,6,3,0.11885412533620106,7.348997536948536,61.83207790356899,TBD
159,1,4,6,4,0.061111484242360764,3.7786500544763792,61.83207790356899,TBD
160,1,4,6,5,0.043899774594067555,2.7144142826495035,61.83207790356899,TBD
161,1,4,6,6,0.028438410978117556,1.7584060430526762,61.83207790356899,TBD
162,1,4,7,1,0.41206729438582557,3.1362703442573463,7.611063501003803,TBD
163,1,4,7,2,0.26291456019153275,2.0010594129562422,7.611063501003803,TBD
164,1,4,7,3,0.3250181454226416,2.4737337437902136,7.611063501003803,TBD
165,1,4,7,4,0.0,0.0,7.611063501003803,TBD
166,1,4,7,5,0.0,0.0,7.611063501003803,TBD
167,1,4,7,6,0.0,0.0,7.611063501003803,TBD
168,1,5,1,1,0.160258602318781,227.8297428793063,1421.638149733236,observed
169,1,5,1,2,0.7366494660293663,1047.2489838879646,1421.638149733236,observed
170,1,5,1,3,0.04843194682807458,68.85270327664242,1421.638149733236,observed
171,1,5,1,4,0.0301741458891089,42.89671693157351,1421.638149733236,observed
172,1,5,1,5,0.011748967853493133,16.70278092051525,1421.638149733236,observed
173,1,5,1,6,0.012736871081176096,18.107221837233947,1421.638149733236,observed
174,1,5,2,1,0.40012542086389163,10.7378083122995,26.83610626167168,TBD
175,1,5,2,2,0.30664684414110505,8.22920729417697,26.83610626167168,TBD
176,1,5,2,3,0.14048358925069024,3.770032529152561,26.83610626167168,TBD
177,1,5,2,4,0.07145824416295349,1.9176610336295,26.83610626167168,TBD
178,1,5,2,5,0.03917749880979175,1.0513715211260872,26.83610626167168,TBD
179,1,5,2,6,0.04210840277156779,1.1300255712870635,26.83610626167168,TBD
180,1,5,3,1,0.5003046055069115,2523.9853491303584,5044.897291267271,observed
181,1,5,3,2,0.30885233007148005,1558.1282833791947,5044.897291267271,observed
182,1,5,3,3,0.08945659701645996,451.29934397432663,5044.897291267271,observed
183,1,5,3,4,0.04701843557930555,237.20317829366326,5044.897291267271,observed
184,1,5,3,5,0.03401635917094576,171.60903824027886,5044.897291267271,observed
185,1,5,3,6,0.0203516726548971,102.67209824944855,5044.897291267271,observed
186,1,5,4,1,0.37601745281358007,70.01689243622596,186.2064963004219,observed
187,1,5,4,2,0.30383903426374553,56.57680200955589,186.2064963004219,observed
188,1,5,4,3,0.21262380420418214,39.59193361092767,186.2064963004219,observed
189,1,5,4,4,0.038210001477124056,7.114950498689216,186.2064963004219,observed
190,1,5,4,5,0.04438458456452901,8.264697981510734,186.2064963004219,observed
191,1,5,4,6,0.02492512267683933,4.641219763512444,186.2064963004219,observed
192,1,5,5,1,0.4710230326734902,119.35740928057801,253.40036686340923,observed
193,1,5,5,2,0.3396891659091148,86.07735926089518,253.40036686340923,observed
194,1,5,5,3,0.06603497621668748,16.73328719912511,253.40036686340923,observed
195,1,5,5,4,0.029884768041829577,7.572811185427502,253.40036686340923,observed
196,1,5,5,5,0.06972603566144997,17.668603016542576,253.40036686340923,observed
197,1,5,5,6,0.023642021497428004,5.990896920840864,253.40036686340923,observed
198,1,5,6,1,0.5245600795443913,46.28265347787616,88.23136811721383,TBD
199,1,5,6,2,0.3438855659662577,30.341493960965302,88.23136811721383,TBD
200,1,5,6,3,0.08149241936796582,7.190187652017359,88.23136811721383,TBD
201,1,5,6,4,0.011316141375847,0.9984386353987912,88.23136811721383,TBD
202,1,5,6,5,0.019128066879155088,1.6876955101854183,88.23136811721383,TBD
203,1,5,6,6,0.019617726866383238,1.7308988807708152,88.23136811721383,TBD
204,1,5,7,1,0.669231035450385,31.462210649413137,47.01247996999933,TBD
205,1,5,7,2,0.19885005981583243,9.348434454124991,47.01247996999933,TBD
206,1,5,7,3,0.061441648212661217,2.8885242559214808,47.01247996999933,TBD
207,1,5,7,4,0.0,0.0,47.01247996999933,TBD
208,1,5,7,5,0.04840657110073653,2.275712954289725,47.01247996999933,TBD
209,1,5,7,6,0.022070685420384817,1.0375976562499976,47.01247996999933,TBD
210,1,6,1,1,0.1406237022740801,47.8667365275529,340.3888231747668,observed
211,1,6,1,2,0.8132347490444664,276.8160191920727,340.3888231747668,observed
212,1,6,1,3,0.01575431934196076,5.362594220729489,340.3888231747668,observed
213,1,6,1,4,0.02158790763109742,7.348282473354819,340.3888231747668,observed
214,1,6,1,5,0.005866214472263622,1.9967938407046,340.3888231747668,observed
215,1,6,1,6,0.002933107236131811,0.9983969203523,340.3888231747668,observed
216,1,6,2,1,0.24801662839126423,1.9967938407046,8.051048244856037,TBD
217,1,6,2,2,0.4874321579188813,3.9243398194992,8.051048244856037,TBD
218,1,6,2,3,0.0,0.0,8.051048244856037,TBD
219,1,6,2,4,0.125568192039368,1.0109555721282997,8.051048244856037,TBD
220,1,6,2,5,0.13898302165048637,1.118959012523937,8.051048244856037,TBD
221,1,6,2,6,0.0,0.0,8.051048244856037,TBD
222,1,6,3,1,0.4479375046512444,626.4949321916371,1398.6212935650792,observed
223,1,6,3,2,0.3184641808172466,445.4107845287607,1398.6212935650792,observed
224,1,6,3,3,0.12370370306692315,173.0146332022505,1398.6212935650792,observed
225,1,6,3,4,0.05038986093249604,70.47633247997206,1398.6212935650792,observed
226,1,6,3,5,0.03540300414776339,49.51539545723469,1398.6212935650792,observed
227,1,6,3,6,0.024101746384326442,33.70921570522412,1398.6212935650792,observed
228,1,6,4,1,0.20997685849143308,8.667243426069389,41.277136387022416,TBD
229,1,6,4,2,0.5814738026098433,24.00157345580705,41.277136387022416,TBD
230,1,6,4,3,0.10131001946538797,4.181787490844715,41.277136387022416,TBD
231,1,6,4,4,0.03866891490746458,1.59614207457358,41.277136387022416,TBD
232,1,6,4,5,0.06857040452587133,2.83038993972769,41.277136387022416,TBD
233,1,6,4,6,0.0,0.0,41.277136387022416,TBD
234,1,6,5,1,0.27915672039824135,21.962005472585865,78.67267333294055,TBD
235,1,6,5,2,0.4333741070710773,34.094699556557664,78.67267333294055,TBD
236,1,6,5,3,0.11667428227024237,9.179077695402075,78.67267333294055,TBD
237,1,6,5,4,0.056534713639541656,4.447737058134999,78.67267333294055,TBD
238,1,6,5,5,0.08607286236243315,6.771582183470857,78.67267333294055,TBD
239,1,6,5,6,0.028187314258464095,2.217571366789083,78.67267333294055,TBD
240,1,6,6,1,0.29360385095752095,0.8033371521438062,2.736126074381886,TBD
241,1,6,6,2,0.7063961490424792,1.93278892223808,2.736126074381886,TBD
242,1,6,6,3,0.0,0.0,2.736126074381886,TBD
243,1,6,6,4,0.0,0.0,2.736126074381886,TBD
244,1,6,6,5,0.0,0.0,2.736126074381886,TBD
245,1,6,6,6,0.0,0.0,2.736126074381886,TBD
246,1,6,7,1,0.5985967745729072,24.29071789682003,40.57943331577624,TBD
247,1,6,7,2,0.22058828906642908,8.951347766412333,40.57943331577624,TBD
248,1,6,7,3,0.085575580888974,3.4726085781429363,40.57943331577624,TBD
249,1,6,7,4,0.02664653308232394,1.08130121231079,40.57943331577624,TBD
250,1,6,7,5,0.046447038198378005,1.8847944892863921,40.57943331577624,TBD
251,1,6,7,6,0.022145784190987613,0.8986633728037535,40.57943331577624,TBD
252,1,7,1,1,0.09017677316835312,75.46890917708816,836.8996419531834,observed
253,1,7,1,2,0.8412527771629539,704.0441479997972,836.8996419531834,observed
254,1,7,1,3,0.046532568051072025,38.94308954110432,836.8996419531834,observed
255,1,7,1,4,0.018985635142201522,15.88907125276223,836.8996419531834,observed
256,1,7,1,5,0.0,0.0,836.8996419531834,observed
257,1,7,1,6,0.0030522464754193265,2.5544239824313,836.8996419531834,observed
258,1,7,2,1,0.27600691752649525,1.7878793941921802,6.477661539119044,TBD
259,1,7,2,2,0.18872491596645974,1.22249612962941,6.477661539119044,TBD
260,1,7,2,3,0.0,0.0,6.477661539119044,TBD
261,1,7,2,4,0.36515119211202224,2.3653258331075158,6.477661539119044,TBD
262,1,7,2,5,0.0,0.0,6.477661539119044,TBD
263,1,7,2,6,0.1701169743950228,1.1019601821899383,6.477661539119044,TBD
264,1,7,3,1,0.4821755075140237,1165.6405676407608,2417.4611722824993,observed
265,1,7,3,2,0.31600775415315613,763.9364758054486,2417.4611722824993,observed
266,1,7,3,3,0.09694038322640745,234.3496124760257,2417.4611722824993,observed
267,1,7,3,4,0.046228995626251476,111.75680196008042,2417.4611722824993,observed
268,1,7,3,5,0.029909783176008366,72.30573949938857,2417.4611722824993,observed
269,1,7,3,6,0.028737576304152888,69.47197490079522,2417.4611722824993,observed
270,1,7,4,1,0.4034185564490617,32.53021471864008,80.6363866971686,TBD
271,1,7,4,2,0.2205612869374638,17.785265223914493,80.6363866971686,TBD
272,1,7,4,3,0.1269820577854942,10.23937431519332,80.6363866971686,TBD
273,1,7,4,4,0.17937199518527436,14.463909566402448,80.6363866971686,TBD
274,1,7,4,5,0.051713793712424114,4.1700134673726375,80.6363866971686,TBD
275,1,7,4,6,0.01795230993028176,1.44760940564562,80.6363866971686,TBD
276,1,7,5,1,0.538657589009149,81.60938674232032,151.50512757545908,observed
277,1,7,5,2,0.33268484109899416,50.40345929312444,151.50512757545908,observed
278,1,7,5,3,0.021349671594894152,3.2345847186785934,151.50512757545908,observed
279,1,7,5,4,0.04018589212977875,6.088368713855767,151.50512757545908,observed
280,1,7,5,5,0.024807468289609894,3.7584586480415028,151.50512757545908,observed
281,1,7,5,6,0.04231453787757397,6.41086945943844,151.50512757545908,observed
282,1,7,6,1,0.43142648223790503,14.828541319325636,34.37095757869729,TBD
283,1,7,6,2,0.341565025057292,11.739916986610861,34.37095757869729,TBD
284,1,7,6,3,0.05764961121161235,1.98147234138272,34.37095757869729,TBD
285,1,7,6,4,0.0680896276119127,2.3403057021983473,34.37095757869729,TBD
286,1,7,6,5,0.05945541736926389,2.043539628222711,34.37095757869729,TBD
287,1,7,6,6,0.04181383651201393,1.4371816009570149,34.37095757869729,TBD
288,1,7,7,1,,0.0,0.0,TBD
289,1,7,7,2,,0.0,0.0,TBD
290,1,7,7,3,,0.0,0.0,TBD
291,1,7,7,4,,0.0,0.0,TBD
292,1,7,7,5,,0.0,0.0,TBD
293,1,7,7,6,,0.0,0.0,TBD
294,1,8,1,1,0.11179195291940534,80.95840725322863,724.188147170077,observed
295,1,8,1,2,0.7767333672728772,562.5010980905198,724.188147170077,observed
296,1,8,1,3,0.033741033952861904,24.43485686192572,724.188147170077,observed
297,1,8,1,4,0.013348120128280901,9.666550383903356,724.188147170077,observed
298,1,8,1,5,0.06249482392507092,45.258010746017305,724.188147170077,observed
299,1,8,1,6,0.0018907018015039334,1.36922383448226,724.188147170077,observed
300,1,8,2,1,0.43461321144665116,9.000645087084527,20.709552425074765,TBD
301,1,8,2,2,0.40813989882096957,8.45239463139758,20.709552425074765,TBD
302,1,8,2,3,0.04576029793861364,0.9476752891467598,20.709552425074765,TBD
303,1,8,2,4,0.056519721543886625,1.1704981363637477,20.709552425074765,TBD
304,1,8,2,5,0.0,0.0,20.709552425074765,TBD
305,1,8,2,6,0.054966870249879105,1.1383392810821538,20.709552425074765,TBD
306,1,8,3,1,0.4606308912888868,1142.35731682893,2479.9841661346486,observed
307,1,8,3,2,0.33985141938619035,842.826138916138,2479.9841661346486,observed
308,1,8,3,3,0.10488376563322423,260.1100780549735,2479.9841661346486,observed
309,1,8,3,4,0.044722063400412376,110.91000910989257,2479.9841661346486,observed
310,1,8,3,5,0.03069023067341607,76.11128612509177,2479.9841661346486,observed
311,1,8,3,6,0.019221629617870196,47.66933709962289,2479.9841661346486,observed
312,1,8,4,1,0.3156579430157464,40.51581843378914,128.35355273086867,observed
313,1,8,4,2,0.4122068385205378,52.908212184070514,128.35355273086867,observed
314,1,8,4,3,0.10345760283408117,13.279150880773505,128.35355273086867,observed
315,1,8,4,4,0.07921039464969458,10.166935566502492,128.35355273086867,observed
316,1,8,4,5,0.0686062990404445,8.805862221557438,128.35355273086867,observed
317,1,8,4,6,0.02086092193949559,2.6775734441755823,128.35355273086867,observed
318,1,8,5,1,0.5288660007150197,82.65459519145135,156.28646023700418,observed
319,1,8,5,2,0.23766449768418518,37.14374306706698,156.28646023700418,observed
320,1,8,5,3,0.06343287860443847,9.913700059731287,156.28646023700418,observed
321,1,8,5,4,0.057012251662692505,8.910243002503467,156.28646023700418,observed
322,1,8,5,5,0.07264040701724535,11.352712082900513,156.28646023700418,observed
323,1,8,5,6,0.04038396431641868,6.311466833350563,156.28646023700418,observed
324,1,8,6,1,0.4424896425292925,10.610619810578822,23.97936310989789,TBD
325,1,8,6,2,0.38627737645448385,9.26268547114079,23.97936310989789,TBD
326,1,8,6,3,0.08067727186715878,1.93458959681855,23.97936310989789,TBD
327,1,8,6,4,0.0459088486707839,1.1008649522340803,23.97936310989789,TBD
328,1,8,6,5,0.04464686047828101,1.0706032791256497,23.97936310989789,TBD
329,1,8,6,6,0.0,0.0,23.97936310989789,TBD
330,1,8,7,1,0.504157665863621,10.944826992284618,21.709135322848166,TBD
331,1,8,7,2,0.44130065172555655,9.580255566371196,21.709135322848166,TBD
332,1,8,7,3,0.05454168241082235,1.18405276419235,21.709135322848166,TBD
333,1,8,7,4,0.0,0.0,21.709135322848166,TBD
334,1,8,7,5,0.0,0.0,21.709135322848166,TBD
335,1,8,7,6,0.0,0.0,21.709135322848166,TBD
336,1,9,1,1,0.1187601518511052,229.71368937824099,1934.2657094800882,observed
337,1,9,1,2,0.7788237207900093,1506.4520168538095,1934.2657094800882,observed
338,1,9,1,3,0.045704399100843146,88.40445195315347,1934.2657094800882,observed
339,1,9,1,4,0.0019128015516130935,3.699866450325514,1934.2657094800882,observed
340,1,9,1,5,0.037632010193000734,72.79030689512648,1934.2657094800882,observed
341,1,9,1,6,0.017166916513428485,33.20537794943219,1934.2657094800882,observed
342,1,9,2,1,0.4528334512455317,54.11194040211094,119.4963407700435,observed
343,1,9,2,2,0.4215870521222748,50.378110044641446,119.4963407700435,observed
344,1,9,2,3,0.06318193670195293,7.550010238647887,119.4963407700435,observed
345,1,9,2,4,0.021934699354867797,2.6211163087977356,119.4963407700435,observed
346,1,9,2,5,0.02546924841057246,3.043481987226656,119.4963407700435,observed
347,1,9,2,6,0.014993612164800324,1.7916817886188492,119.4963407700435,observed
348,1,9,3,1,0.44277673857359723,2265.776698777319,5117.199033708288,observed
349,1,9,3,2,0.355256274168835,1817.917062895569,5117.199033708288,observed
350,1,9,3,3,0.0890883524064898,455.88283084915304,5117.199033708288,observed
351,1,9,3,4,0.04821180243825779,246.70938885038765,5117.199033708288,observed
352,1,9,3,5,0.03744763123745974,191.6269823829933,5117.199033708288,observed
353,1,9,3,6,0.027219201175360364,139.28606995286555,5117.199033708288,observed
354,1,9,4,1,0.3598713092308616,95.03648499074059,264.08463957256896,observed
355,1,9,4,2,0.3696705485514464,97.62431357480257,264.08463957256896,observed
356,1,9,4,3,0.09735028875718706,25.708715918727258,264.08463957256896,observed
357,1,9,4,4,0.10255291597832246,27.082649853251233,264.08463957256896,observed
358,1,9,4,5,0.06740913849521038,17.801718043405018,264.08463957256896,observed
359,1,9,4,6,0.003145798986972177,0.8307571916423,264.08463957256896,observed
360,1,9,5,1,0.26450147673808955,24.998390868960072,94.51134707165957,TBD
361,1,9,5,2,0.4358131994146963,41.18929254829275,94.51134707165957,TBD
362,1,9,5,3,0.15430096459240653,14.583192018084787,94.51134707165957,TBD
363,1,9,5,4,0.024185740430692982,2.2858269080302938,94.51134707165957,TBD
364,1,9,5,5,0.08464543307377459,7.999953903266443,94.51134707165957,TBD
365,1,9,5,6,0.03655318575034003,3.4546908250252275,94.51134707165957,TBD
366,1,9,6,1,0.5949695178863672,80.31091099534508,134.98323625158156,observed
367,1,9,6,2,0.22228224070975594,30.004376212255906,134.98323625158156,observed
368,1,9,6,3,0.024236053143730427,3.2714608873060502,134.98323625158156,observed
369,1,9,6,4,0.11618897607240036,15.683564007010174,134.98323625158156,observed
