,purpose,tfn_at,mode,period,split,trips,total_trips,split_method
1852,3,5,1,5,0.003750508966428052,3.9138938037229902,1043.5633773329023,observed
1853,3,5,1,6,0.0060988225654612805,6.36450787416689,1043.5633773329023,observed
1854,3,5,2,1,0.4822767948897258,12.74858603192973,26.434168442304458,TBD
1855,3,5,2,2,0.3213966378155756,8.495852860807243,26.434168442304458,TBD
1856,3,5,2,3,0.19632656729469858,5.189729549567484,26.434168442304458,TBD
1857,3,5,2,4,0.0,0.0,26.434168442304458,TBD
1858,3,5,2,5,0.0,0.0,26.434168442304458,TBD
1859,3,5,2,6,0.0,0.0,26.434168442304458,TBD
1860,3,5,3,1,0.41277227244621606,1088.4812335560391,2637.001819684648,observed
1861,3,5,3,2,0.4641435728953659,1223.947446320014,2637.001819684648,observed
1862,3,5,3,3,0.11532999502968652,304.1254067575048,2637.001819684648,observed
1863,3,5,3,4,0.0034837847794771466,9.186746802870916,2637.001819684648,observed
1864,3,5,3,5,0.002442713781305007,6.44144068627007,2637.001819684648,observed
1865,3,5,3,6,0.0018276610679493152,4.819545561949131,2637.001819684648,observed
1866,3,5,4,1,0.49717534995376356,18.596746311379032,37.404803583098996,TBD
1867,3,5,4,2,0.08222193342957546,3.075495270155911,37.404803583098996,TBD
1868,3,5,4,3,0.42060271661666104,15.732562001564055,37.404803583098996,TBD
1869,3,5,4,4,0.0,0.0,37.404803583098996,TBD
1870,3,5,4,5,0.0,0.0,37.404803583098996,TBD
1871,3,5,4,6,0.0,0.0,37.404803583098996,TBD
1872,3,5,5,1,0.33156605883353646,115.0890276749127,347.1073851159579,observed
1873,3,5,5,2,0.5264838887961966,182.74644594572857,347.1073851159579,observed
1874,3,5,5,3,0.09315077162642925,32.33332076078362,347.1073851159579,observed
1875,3,5,5,4,0.002917031914695433,1.012523320209728,347.1073851159579,observed
1876,3,5,5,5,0.029236857015191235,10.14832898755218,347.1073851159579,observed
1877,3,5,5,6,0.016645391813951048,5.77773842677112,347.1073851159579,observed
1878,3,5,6,1,0.3465556083586426,5.946475421682307,17.158791484708665,TBD
1879,3,5,6,2,0.3526924158813044,6.051775622345453,17.158791484708665,TBD
1880,3,5,6,3,0.3007519757600529,5.160540440680903,17.158791484708665,TBD
1881,3,5,6,4,0.0,0.0,17.158791484708665,TBD
1882,3,5,6,5,0.0,0.0,17.158791484708665,TBD
1883,3,5,6,6,0.0,0.0,17.158791484708665,TBD
1884,3,5,7,1,0.4580674579606138,6.80621229828912,14.85853705607339,TBD
1885,3,5,7,2,0.4762440717891977,7.0762901884150695,14.85853705607339,TBD
1886,3,5,7,3,0.06568847025018848,0.9760345693692,14.85853705607339,TBD
1887,3,5,7,4,0.0,0.0,14.85853705607339,TBD
1888,3,5,7,5,0.0,0.0,14.85853705607339,TBD
1889,3,5,7,6,0.0,0.0,14.85853705607339,TBD
1890,3,6,1,1,0.460281061433271,133.6362428483238,290.336175101781,observed
1891,3,6,1,2,0.49767862405243174,144.49410813730026,290.336175101781,observed
1892,3,6,1,3,0.042040314514297086,12.205824116156904,290.336175101781,observed
1893,3,6,1,4,0.0,0.0,290.336175101781,observed
1894,3,6,1,5,0.0,0.0,290.336175101781,observed
1895,3,6,1,6,0.0,0.0,290.336175101781,observed
1896,3,6,2,1,0.6221685277854521,2.228464754684815,3.581770300431005,TBD
1897,3,6,2,2,0.0,0.0,3.581770300431005,TBD
1898,3,6,2,3,0.3778314722145478,1.35330554574619,3.581770300431005,TBD
1899,3,6,2,4,0.0,0.0,3.581770300431005,TBD
1900,3,6,2,5,0.0,0.0,3.581770300431005,TBD
1901,3,6,2,6,0.0,0.0,3.581770300431005,TBD
1902,3,6,3,1,0.38180275129881214,191.54557655736227,501.68726104189864,observed
1903,3,6,3,2,0.5014369272175346,251.56451860103084,501.68726104189864,observed
1904,3,6,3,3,0.10665257565516643,53.506238563504326,501.68726104189864,observed
1905,3,6,3,4,0.0018796920177090984,0.9430175399667976,501.68726104189864,observed
1906,3,6,3,5,0.005224220743469012,2.62092499586924,501.68726104189864,observed
1907,3,6,3,6,0.0030038330673086665,1.50698478416517,501.68726104189864,observed
1908,3,6,4,1,0.46885792649757424,7.825744046906,16.6910776263617,TBD
1909,3,6,4,2,0.5311420735024258,8.8653335794557,16.6910776263617,TBD
1910,3,6,4,3,0.0,0.0,16.6910776263617,TBD
1911,3,6,4,4,0.0,0.0,16.6910776263617,TBD
1912,3,6,4,5,0.0,0.0,16.6910776263617,TBD
1913,3,6,4,6,0.0,0.0,16.6910776263617,TBD
1914,3,6,5,1,0.4131321839271635,42.778267735312056,103.54619998052246,observed
1915,3,6,5,2,0.5120790525572171,53.023839981926066,103.54619998052246,observed
1916,3,6,5,3,0.0573267236167087,5.935964387843859,103.54619998052246,observed
1917,3,6,5,4,0.007736061347447511,0.80103975534439,103.54619998052246,observed
1918,3,6,5,5,0.009725978551463193,1.00708812009608,103.54619998052246,observed
1919,3,6,5,6,0.0,0.0,103.54619998052246,observed
1920,3,6,6,1,0.0,0.0,1.2822243161868128,TBD
1921,3,6,6,2,1.0,1.2822243161868128,1.2822243161868128,TBD
1922,3,6,6,3,0.0,0.0,1.2822243161868128,TBD
1923,3,6,6,4,0.0,0.0,1.2822243161868128,TBD
1924,3,6,6,5,0.0,0.0,1.2822243161868128,TBD
1925,3,6,6,6,0.0,0.0,1.2822243161868128,TBD
1926,3,6,7,1,0.2962219095022015,6.751678640646233,22.79263762762307,TBD
1927,3,6,7,2,0.5632893245647801,12.83884945431359,22.79263762762307,TBD
1928,3,6,7,3,0.04586755809567506,1.0454426305386706,22.79263762762307,TBD
1929,3,6,7,4,0.05227395548323038,1.19146132469177,22.79263762762307,TBD
1930,3,6,7,5,0.04234725235411319,0.96520557743281,22.79263762762307,TBD
1931,3,6,7,6,0.0,0.0,22.79263762762307,TBD
1932,3,7,1,1,0.5301341724436295,247.47973132606046,466.8247100263577,observed
1933,3,7,1,2,0.3803381180817354,177.55123168547672,466.8247100263577,observed
1934,3,7,1,3,0.028839418371602064,13.462953118651946,466.8247100263577,observed
1935,3,7,1,4,0.010533954272384944,4.917510148637014,466.8247100263577,observed
1936,3,7,1,5,0.02898116178658587,13.529122447249907,466.8247100263577,observed
1937,3,7,1,6,0.02117317504406216,9.884161300281631,466.8247100263577,observed
1938,3,7,2,1,0.19716617264985148,1.1044758792504197,5.6017513775644705,TBD
1939,3,7,2,2,0.408266010982553,2.2870046894342675,5.6017513775644705,TBD
1940,3,7,2,3,0.20141396532989334,1.1282709577474526,5.6017513775644705,TBD
1941,3,7,2,4,0.0,0.0,5.6017513775644705,TBD
1942,3,7,2,5,0.0,0.0,5.6017513775644705,TBD
1943,3,7,2,6,0.19315385103770208,1.08199985113233,5.6017513775644705,TBD
1944,3,7,3,1,0.4014194363469999,447.45864166491697,1114.6910217823117,observed
1945,3,7,3,2,0.48713868072672184,543.0091137689569,1114.6910217823117,observed
1946,3,7,3,3,0.08782960496252652,97.90287209841549,1114.6910217823117,observed
1947,3,7,3,4,0.003281805304198334,3.6581989078274515,1114.6910217823117,observed
1948,3,7,3,5,0.008624716793702192,9.61389437535496,1114.6910217823117,observed
1949,3,7,3,6,0.011705755865851368,13.04830096684015,1114.6910217823117,observed
1950,3,7,4,1,0.26126883021977726,4.405028237098472,16.860136868959827,TBD
1951,3,7,4,2,0.7387311697802227,12.455108631861354,16.860136868959827,TBD
1952,3,7,4,3,0.0,0.0,16.860136868959827,TBD
1953,3,7,4,4,0.0,0.0,16.860136868959827,TBD
1954,3,7,4,5,0.0,0.0,16.860136868959827,TBD
1955,3,7,4,6,0.0,0.0,16.860136868959827,TBD
1956,3,7,5,1,0.4109006107662594,55.77494527540633,135.7382875907524,observed
1957,3,7,5,2,0.5149434938335221,69.89754805896146,135.7382875907524,observed
1958,3,7,5,3,0.07415589540021852,10.065794256384615,135.7382875907524,observed
1959,3,7,5,4,0.0,0.0,135.7382875907524,observed
1960,3,7,5,5,0.0,0.0,135.7382875907524,observed
1961,3,7,5,6,0.0,0.0,135.7382875907524,observed
1962,3,7,6,1,0.39249980184874667,6.342461652779914,16.159146126713303,TBD
1963,3,7,6,2,0.3535084767813857,5.712395133342248,16.159146126713303,TBD
1964,3,7,6,3,0.12868977517967004,2.079516882142171,16.159146126713303,TBD
1965,3,7,6,4,0.05311718587761296,0.85832836843614,16.159146126713303,TBD
1966,3,7,6,5,0.0,0.0,16.159146126713303,TBD
1967,3,7,6,6,0.07218476031258463,1.16644409001283,16.159146126713303,TBD
1968,3,7,7,1,,0.0,0.0,TBD
1969,3,7,7,2,,0.0,0.0,TBD
1970,3,7,7,3,,0.0,0.0,TBD
1971,3,7,7,4,,0.0,0.0,TBD
1972,3,7,7,5,,0.0,0.0,TBD
1973,3,7,7,6,,0.0,0.0,TBD
1974,3,8,1,1,0.4879085624144469,388.37732885583375,796.0043310859796,observed
1975,3,8,1,2,0.49462681093959393,393.7250837791628,796.0043310859796,observed
1976,3,8,1,3,0.012062361428861664,9.60169194049835,796.0043310859796,observed
1977,3,8,1,4,0.0014617613935255153,1.1635684002605873,796.0043310859796,observed
1978,3,8,1,5,0.00394050382357207,3.1366581102242304,796.0043310859796,observed
1979,3,8,1,6,0.0,0.0,796.0043310859796,observed
1980,3,8,2,1,0.35367427767957244,5.615242084001958,15.876874396529752,TBD
1981,3,8,2,2,0.6463257223204275,10.261632312527794,15.876874396529752,TBD
1982,3,8,2,3,0.0,0.0,15.876874396529752,TBD
1983,3,8,2,4,0.0,0.0,15.876874396529752,TBD
1984,3,8,2,5,0.0,0.0,15.876874396529752,TBD
1985,3,8,2,6,0.0,0.0,15.876874396529752,TBD
1986,3,8,3,1,0.36711296221699147,397.0093791824337,1081.436560520495,observed
1987,3,8,3,2,0.5212594363253824,563.7090119585736,1081.436560520495,observed
1988,3,8,3,3,0.09733277985828938,105.25922667584699,1081.436560520495,observed
1989,3,8,3,4,0.006875389474823352,7.435297545891778,1081.436560520495,observed
1990,3,8,3,5,0.005418070483821067,5.85929950868107,1081.436560520495,observed
1991,3,8,3,6,0.0020013616406924797,2.16434564906813,1081.436560520495,observed
1992,3,8,4,1,0.23133074033835366,3.395095087244703,14.676368053285525,TBD
1993,3,8,4,2,0.6211172025340291,9.1157446686165,14.676368053285525,TBD
1994,3,8,4,3,0.14755205712761718,2.1655282974243217,14.676368053285525,TBD
1995,3,8,4,4,0.0,0.0,14.676368053285525,TBD
1996,3,8,4,5,0.0,0.0,14.676368053285525,TBD
1997,3,8,4,6,0.0,0.0,14.676368053285525,TBD
1998,3,8,5,1,0.38933889808616606,67.20853095732322,172.6221841375044,observed
1999,3,8,5,2,0.4753955949103496,82.06382592277282,172.6221841375044,observed
2000,3,8,5,3,0.10399573951442852,17.951971695975622,172.6221841375044,observed
2001,3,8,5,4,0.012213097104418468,2.1082514972481468,172.6221841375044,observed
2002,3,8,5,5,0.005641336433178434,0.97381981654974,172.6221841375044,observed
2003,3,8,5,6,0.013415333951458896,2.315784247634852,172.6221841375044,observed
2004,3,8,6,1,0.6067841259421146,2.9637827116272266,4.884410426896967,TBD
2005,3,8,6,2,0.0,0.0,4.884410426896967,TBD
2006,3,8,6,3,0.39321587405788544,1.92062771526974,4.884410426896967,TBD
2007,3,8,6,4,0.0,0.0,4.884410426896967,TBD
2008,3,8,6,5,0.0,0.0,4.884410426896967,TBD
2009,3,8,6,6,0.0,0.0,4.884410426896967,TBD
2010,3,8,7,1,0.388525690419929,8.125817117525708,20.91449115949863,TBD
2011,3,8,7,2,0.4458970224480344,9.325709334036178,20.91449115949863,TBD
2012,3,8,7,3,0.057304905434030926,1.1985029380959449,20.91449115949863,TBD
2013,3,8,7,4,0.04203179130367919,0.87907352763869,20.91449115949863,TBD
2014,3,8,7,5,0.06624059039432642,1.38538824220211,20.91449115949863,TBD
2015,3,8,7,6,0.0,0.0,20.91449115949863,TBD
2016,3,9,1,1,0.48873626321246433,453.18074345669754,927.2500887860043,observed
2017,3,9,1,2,0.4923707130175726,456.55078736117247,927.2500887860043,observed
2018,3,9,1,3,0.016489918537145876,15.290278427642491,927.2500887860043,observed
2019,3,9,1,4,0.001145654140740487,1.06230790371967,927.2500887860043,observed
2020,3,9,1,5,0.0012574510920766804,1.16597163677216,927.2500887860043,observed
2021,3,9,1,6,0.0,0.0,927.2500887860043,observed
2022,3,9,2,1,0.3901304336810988,37.84348388298662,97.00213214824639,TBD
2023,3,9,2,2,0.5591362281743112,54.23740629423658,97.00213214824639,TBD
2024,3,9,2,3,0.038178966364329436,3.703441140556138,97.00213214824639,TBD
2025,3,9,2,4,0.0,0.0,97.00213214824639,TBD
2026,3,9,2,5,0.012554371780260662,1.21780083046706,97.00213214824639,TBD
2027,3,9,2,6,0.0,0.0,97.00213214824639,TBD
2028,3,9,3,1,0.4305488959005457,1021.2341304942273,2371.9353137770595,observed
2029,3,9,3,2,0.46971951855192456,1114.1443136236685,2371.9353137770595,observed
2030,3,9,3,3,0.08834368999508015,209.5455180487037,2371.9353137770595,observed
2031,3,9,3,4,0.0048755859479121125,11.564574485207938,2371.9353137770595,observed
2032,3,9,3,5,0.004156696008695563,9.859414051661162,2371.9353137770595,observed
2033,3,9,3,6,0.0023556135958418684,5.58736307359069,2371.9353137770595,observed
2034,3,9,4,1,0.09540463673769764,2.2816195619222954,23.915185256617086,TBD
2035,3,9,4,2,0.8157489866749502,19.508788139229097,23.915185256617086,TBD
2036,3,9,4,3,0.08884637658735225,2.124777555465696,23.915185256617086,TBD
2037,3,9,4,4,0.0,0.0,23.915185256617086,TBD
2038,3,9,4,5,0.0,0.0,23.915185256617086,TBD
2039,3,9,4,6,0.0,0.0,23.915185256617086,TBD
2040,3,9,5,1,0.40684271961717894,106.1465395661144,260.90313147545965,observed
2041,3,9,5,2,0.4879414612821188,127.30545522521655,260.90313147545965,observed
2042,3,9,5,3,0.06628822345254977,17.29480507871524,260.90313147545965,observed
2043,3,9,5,4,0.007498982133599168,1.9565079215345464,260.90313147545965,observed
2044,3,9,5,5,0.012707722604907646,3.31548462154189,260.90313147545965,observed
2045,3,9,5,6,0.018720890909645585,4.884339062336999,260.90313147545965,observed
2046,3,9,6,1,0.0,0.0,9.046572459067583,TBD
2047,3,9,6,2,0.5598173810862578,5.064428501842281,9.046572459067583,TBD
2048,3,9,6,3,0.2988769343571155,2.703811843005631,9.046572459067583,TBD
2049,3,9,6,4,0.0,0.0,9.046572459067583,TBD
2050,3,9,6,5,0.0,0.0,9.046572459067583,TBD
2051,3,9,6,6,0.14130568455662662,1.27833211421967,9.046572459067583,TBD
2052,3,9,7,1,,0.0,0.0,TBD
2053,3,9,7,2,,0.0,0.0,TBD
2054,3,9,7,3,,0.0,0.0,TBD
2055,3,9,7,4,,0.0,0.0,TBD
2056,3,9,7,5,,0.0,0.0,TBD
2057,3,9,7,6,,0.0,0.0,TBD
2058,3,10,1,1,0.47470673616805864,884.5801776800828,1863.424531997621,observed
2059,3,10,1,2,0.4769115402838385,888.6886637576763,1863.424531997621,observed
2060,3,10,1,3,0.03547989382681689,66.11410454956155,1863.424531997621,observed
2061,3,10,1,4,0.004925781653275431,9.178822371977237,1863.424531997621,observed
2062,3,10,1,5,0.007443064938729563,13.869589800080037,1863.424531997621,observed
2063,3,10,1,6,0.0005329831292809974,0.99317383824307,1863.424531997621,observed
2064,3,10,2,1,0.32573881908635444,29.63936671653491,90.99120209150576,TBD
2065,3,10,2,2,0.5952136722364146,54.159207538090875,90.99120209150576,TBD
2066,3,10,2,3,0.0326098983485113,2.967213850812852,90.99120209150576,TBD
2067,3,10,2,4,0.030779304341849847,2.80064590160522,90.99120209150576,TBD
2068,3,10,2,5,0.01565830598686975,1.4247680844619,90.99120209150576,TBD
2069,3,10,2,6,0.0,0.0,90.99120209150576,TBD
2070,3,10,3,1,0.37298619143662476,1588.8295463817356,4259.754336379229,observed
2071,3,10,3,2,0.5089485819524829,2167.9959289661488,4259.754336379229,observed
2072,3,10,3,3,0.10301805378535667,438.83160133752176,4259.754336379229,observed
2073,3,10,3,4,0.00759662452536056,32.35975426374945,4259.754336379229,observed
2074,3,10,3,5,0.0034088958374860865,14.52105882599646,4259.754336379229,observed
2075,3,10,3,6,0.004041652462689107,17.216446604077717,4259.754336379229,observed
2076,3,10,4,1,0.38205695434153014,13.479913626361139,35.2824715613241,TBD
2077,3,10,4,2,0.43806714975366073,15.45609175313384,35.2824715613241,TBD
2078,3,10,4,3,0.17987589590480915,6.346466181829123,35.2824715613241,TBD
2079,3,10,4,4,0.0,0.0,35.2824715613241,TBD
2080,3,10,4,5,0.0,0.0,35.2824715613241,TBD
2081,3,10,4,6,0.0,0.0,35.2824715613241,TBD
2082,3,10,5,1,0.34449264779298244,124.48548666384995,361.3589069647071,observed
2083,3,10,5,2,0.5285893056521891,191.0104537237085,361.3589069647071,observed
2084,3,10,5,3,0.0890964784362819,32.195806062139425,361.3589069647071,observed
2085,3,10,5,4,0.010645745095408962,3.8469348115018738,361.3589069647071,observed
2086,3,10,5,5,0.018883010013002573,6.82354385850223,361.3589069647071,observed
2087,3,10,5,6,0.00829281301013526,2.99668184500518,361.3589069647071,observed
2088,3,10,6,1,0.48643971046089823,22.782536565976898,46.83527285301318,TBD
2089,3,10,6,2,0.4521113026203578,21.17475621815567,46.83527285301318,TBD
2090,3,10,6,3,0.02490599998527464,1.16647930498748,46.83527285301318,TBD
2091,3,10,6,4,0.0,0.0,46.83527285301318,TBD
2092,3,10,6,5,0.0,0.0,46.83527285301318,TBD
2093,3,10,6,6,0.0365429869334693,1.71150076389313,46.83527285301318,TBD
2094,3,10,7,1,,0.0,0.0,TBD
2095,3,10,7,2,,0.0,0.0,TBD
2096,3,10,7,3,,0.0,0.0,TBD
2097,3,10,7,4,,0.0,0.0,TBD
2098,3,10,7,5,,0.0,0.0,TBD
2099,3,10,7,6,,0.0,0.0,TBD
2100,3,11,1,1,0.5428266254140456,810.990293298637,1494.0134756287007,observed
2101,3,11,1,2,0.3919428847643709,585.567951514757,1494.0134756287007,observed
2102,3,11,1,3,0.0209882097912287,31.35666825741792,1494.0134756287007,observed
2103,3,11,1,4,0.008413051983663182,12.569213034757565,1494.0134756287007,observed
2104,3,11,1,5,0.015025404448701311,22.448156723131188,1494.0134756287007,observed
2105,3,11,1,6,0.02080382359799039,31.081192800000004,1494.0134756287007,observed
2106,3,11,2,1,0.3459774118215255,10.220352082818069,29.540518350632375,TBD
2107,3,11,2,2,0.6182109307316199,18.26227134383894,29.540518350632375,TBD
2108,3,11,2,3,0.03581165744685462,1.0578949239753694,29.540518350632375,TBD
2109,3,11,2,4,0.0,0.0,29.540518350632375,TBD
2110,3,11,2,5,0.0,0.0,29.540518350632375,TBD
2111,3,11,2,6,0.0,0.0,29.540518350632375,TBD
2112,3,11,3,1,0.40133463580679657,1351.1268353267353,3366.5841788376592,observed
2113,3,11,3,2,0.4873028487677361,1640.5460609639808,3366.5841788376592,observed
2114,3,11,3,3,0.09241535652517678,311.1240771593018,3366.5841788376592,observed
2115,3,11,3,4,0.004558961428862809,15.348127418340663,3366.5841788376592,observed
2116,3,11,3,5,0.006696009407296506,22.54267933195255,3366.5841788376592,observed
2117,3,11,3,6,0.007692188064131109,25.896398637347673,3366.5841788376592,observed
2118,3,11,4,1,0.44895367050966334,22.734028482772224,50.637805136917564,TBD
2119,3,11,4,2,0.4519928532695166,22.887926027141155,50.637805136917564,TBD
2120,3,11,4,3,0.09905347622082002,5.015850627004181,50.637805136917564,TBD
2121,3,11,4,4,0.0,0.0,50.637805136917564,TBD
2122,3,11,4,5,0.0,0.0,50.637805136917564,TBD
2123,3,11,4,6,0.0,0.0,50.637805136917564,TBD
2124,3,11,5,1,0.3183989649595876,124.87381229234427,392.192896444226,observed
2125,3,11,5,2,0.5637447151798723,221.09667270151937,392.192896444226,observed
2126,3,11,5,3,0.08439062997126613,33.09740560118377,392.192896444226,observed
2127,3,11,5,4,0.013835738247616478,5.4262782577768665,392.192896444226,observed
2128,3,11,5,5,0.008988999528685223,3.5254217612908403,392.192896444226,observed
2129,3,11,5,6,0.010640952112972267,4.1733058301109,392.192896444226,observed
2130,3,11,6,1,0.6362514797293988,5.668771055574457,8.909639091111295,TBD
2131,3,11,6,2,0.3637485202706012,3.2408680355368378,8.909639091111295,TBD
2132,3,11,6,3,0.0,0.0,8.909639091111295,TBD
2133,3,11,6,4,0.0,0.0,8.909639091111295,TBD
2134,3,11,6,5,0.0,0.0,8.909639091111295,TBD
2135,3,11,6,6,0.0,0.0,8.909639091111295,TBD
2136,3,11,7,1,,0.0,0.0,TBD
2137,3,11,7,2,,0.0,0.0,TBD
2138,3,11,7,3,,0.0,0.0,TBD
2139,3,11,7,4,,0.0,0.0,TBD
2140,3,11,7,5,,0.0,0.0,TBD
2141,3,11,7,6,,0.0,0.0,TBD
2142,3,12,1,1,0.5179249672186613,319.3740143974233,616.6414724366583,observed
2143,3,12,1,2,0.44907310178214244,276.91709871463763,616.6414724366583,observed
2144,3,12,1,3,0.0127420802662352,7.857295137277361,616.6414724366583,observed
2145,3,12,1,4,0.018437578139411954,11.36937533205293,616.6414724366583,observed
2146,3,12,1,5,0.0018222725935491241,1.1236888552671,616.6414724366583,observed
2147,3,12,1,6,0.0,0.0,616.6414724366583,observed
2148,3,12,2,1,0.2053009274811663,1.2081183526001098,5.88462199086236,TBD
2149,3,12,2,2,0.7946990725188338,4.6765036382622505,5.88462199086236,TBD
2150,3,12,2,3,0.0,0.0,5.88462199086236,TBD
2151,3,12,2,4,0.0,0.0,5.88462199086236,TBD
2152,3,12,2,5,0.0,0.0,5.88462199086236,TBD
2153,3,12,2,6,0.0,0.0,5.88462199086236,TBD
2154,3,12,3,1,0.39122751515122667,749.0024093262832,1914.4931793377589,observed
2155,3,12,3,2,0.4672128595070964,894.4758328252267,1914.4931793377589,observed
2156,3,12,3,3,0.12631610370226595,241.83131897850922,1914.4931793377589,observed
2157,3,12,3,4,0.00495505294186362,9.486415060455396,1914.4931793377589,observed
2158,3,12,3,5,0.00553120364150905,10.58945164519725,1914.4931793377589,observed
2159,3,12,3,6,0.004757265056038339,9.107751502087261,1914.4931793377589,observed
2160,3,12,4,1,0.7574586390079269,19.369159116190236,25.571243258323356,TBD
2161,3,12,4,2,0.12296433359068044,3.1443508863449114,25.571243258323356,TBD
2162,3,12,4,3,0.11957702740139255,3.0577332557882064,25.571243258323356,TBD
2163,3,12,4,4,0.0,0.0,25.571243258323356,TBD
2164,3,12,4,5,0.0,0.0,25.571243258323356,TBD
2165,3,12,4,6,0.0,0.0,25.571243258323356,TBD
2166,3,12,5,1,0.4082090755263079,81.99805766560152,200.8726963257263,observed
2167,3,12,5,2,0.41598350740052337,83.55972875857586,200.8726963257263,observed
2168,3,12,5,3,0.1361001883504412,27.33881180439233,200.8726963257263,observed
2169,3,12,5,4,0.00930038132061571,1.8681926727294966,200.8726963257263,observed
2170,3,12,5,5,0.01355181588149973,2.72218979622665,200.8726963257263,observed
2171,3,12,5,6,0.0168550315206121,3.38571562820046,200.8726963257263,observed
2172,3,12,6,1,0.0,0.0,3.706234914866104,TBD
2173,3,12,6,2,0.2552973270227026,0.94619186708353,3.706234914866104,TBD
2174,3,12,6,3,0.4307537660708869,1.596474647521987,3.706234914866104,TBD
2175,3,12,6,4,0.31394890690641064,1.1635684002605873,3.706234914866104,TBD
2176,3,12,6,5,0.0,0.0,3.706234914866104,TBD
2177,3,12,6,6,0.0,0.0,3.706234914866104,TBD
2178,3,12,7,1,,0.0,0.0,TBD
2179,3,12,7,2,,0.0,0.0,TBD
2180,3,12,7,3,,0.0,0.0,TBD
2181,3,12,7,4,,0.0,0.0,TBD
2182,3,12,7,5,,0.0,0.0,TBD
2183,3,12,7,6,,0.0,0.0,TBD
2184,3,13,1,1,0.5527086839858112,469.321846051913,849.1305811724158,observed
2185,3,13,1,2,0.4293518731372703,364.57580556451563,849.1305811724158,observed
2186,3,13,1,3,0.013512676577580028,11.47402691551542,849.1305811724158,observed
2187,3,13,1,4,0.003360210409262682,2.8532574176788223,849.1305811724158,observed
2188,3,13,1,5,0.0,0.0,849.1305811724158,observed
2189,3,13,1,6,0.0010665558900756972,0.90564522279284,849.1305811724158,observed
2190,3,13,2,1,0.41119769028086445,6.319286681965374,15.368001404990988,TBD
2191,3,13,2,2,0.5888023097191356,9.048714723025615,15.368001404990988,TBD
2192,3,13,2,3,0.0,0.0,15.368001404990988,TBD
2193,3,13,2,4,0.0,0.0,15.368001404990988,TBD
2194,3,13,2,5,0.0,0.0,15.368001404990988,TBD
2195,3,13,2,6,0.0,0.0,15.368001404990988,TBD
2196,3,13,3,1,0.3899283058167516,670.4963579571674,1719.537535375208,observed
2197,3,13,3,2,0.5237268218868002,900.567928517119,1719.537535375208,observed
2198,3,13,3,3,0.07637210078287565,131.324693951613,1719.537535375208,observed
2199,3,13,3,4,0.0017187416302436246,2.9554407468158894,1719.537535375208,observed
2200,3,13,3,5,0.006273849290780042,10.788119346783411,1719.537535375208,observed
2201,3,13,3,6,0.0019801805925490773,3.40499485570966,1719.537535375208,observed
2202,3,13,4,1,0.5660305207622398,7.4196992401639825,13.10830241127689,TBD
2203,3,13,4,2,0.35449062014655736,4.646770250842158,13.10830241127689,TBD
2204,3,13,4,3,0.07947885909120281,1.04183292027075,13.10830241127689,TBD
2205,3,13,4,4,0.0,0.0,13.10830241127689,TBD
2206,3,13,4,5,0.0,0.0,13.10830241127689,TBD
2207,3,13,4,6,0.0,0.0,13.10830241127689,TBD
2208,3,13,5,1,0.37023953362770057,58.92124638715139,159.1435841813707,observed
2209,3,13,5,2,0.5251574827334973,83.57544406187506,159.1435841813707,observed
2210,3,13,5,3,0.04618173908536059,7.3495274817731815,159.1435841813707,observed
2211,3,13,5,4,0.0261774236849644,4.165969029859539,159.1435841813707,observed
2212,3,13,5,5,0.018692603189853822,2.97480786931346,159.1435841813707,observed
2213,3,13,5,6,0.013551217678623387,2.15658935139808,159.1435841813707,observed
2214,3,13,6,1,0.47794393889051695,0.943907497668046,1.9749335034129762,TBD
2215,3,13,6,2,0.0,0.0,1.9749335034129762,TBD
2216,3,13,6,3,0.0,0.0,1.9749335034129762,TBD
2217,3,13,6,4,0.0,0.0,1.9749335034129762,TBD
2218,3,13,6,5,0.522056061109483,1.03102600574493,1.9749335034129762,TBD
2219,3,13,6,6,0.0,0.0,1.9749335034129762,TBD
2220,3,13,7,1,,0.0,0.0,TBD
2221,3,13,7,2,,0.0,0.0,TBD
2222,3,13,7,3,,0.0,0.0,TBD
2223,3,13,7,4,,0.0,0.0,TBD
2224,3,13,7,5,,0.0,0.0,TBD
2225,3,13,7,6,,0.0,0.0,TBD
2226,3,14,1,1,0.4728172381284126,351.5061338410245,743.4291846727442,observed
2227,3,14,1,2,0.49096979311693123,365.0012729958661,743.4291846727442,observed
2228,3,14,1,3,0.011976720483095291,8.903843543800887,743.4291846727442,observed
2229,3,14,1,4,0.01278499175975179,9.504736000000026,743.4291846727442,observed
2230,3,14,1,5,0.0,0.0,743.4291846727442,observed
2231,3,14,1,6,0.01145125651180916,8.513198292052737,743.4291846727442,observed
2232,3,14,2,1,0.5444985264132558,5.94281793264022,10.914295713134445,TBD
2233,3,14,2,2,0.4555014735867442,4.971477780494225,10.914295713134445,TBD
2234,3,14,2,3,0.0,0.0,10.914295713134445,TBD
2235,3,14,2,4,0.0,0.0,10.914295713134445,TBD
2236,3,14,2,5,0.0,0.0,10.914295713134445,TBD
2237,3,14,2,6,0.0,0.0,10.914295713134445,TBD
2238,3,14,3,1,0.4139578940979917,759.8459111946975,1835.5632831942746,observed
2239,3,14,3,2,0.4631801427827624,850.1964635967203,1835.5632831942746,observed
2240,3,14,3,3,0.11473398005435345,210.60148112251545,1835.5632831942746,observed
