destination_sector_id,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
destination_sector_name,,Cheshire,Cleveland,Cumbria,Durham,Greater Manchester,Humberside,Lancashire,Merseyside,North Yorkshire,Northumberland,South Yorkshire,Tyne and Wear,West Yorkshire,East Midlands North,East Midlands South,West Midlands North,West Midlands South,EEH,Peninsula Transport,TfSE,Transport East,Western Gateway,London,Scotland,North Wales,South Wales
origin_sector_id,origin_sector_name,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Cheshire,47273.46804860764,0.0,443.976309046678,0.0,48738.15700848483,1192.8161219116416,1149.395782246644,25814.16337387229,688.9840108983566,0.0,1644.829959990731,197.60792114202133,1453.2378882723444,1410.1605075810023,0.0,2902.4588847237715,2900.921594148372,1538.99777121475,98.7134351321719,1766.6567327161388,0.0,44.46207624027041,11635.16304465247,93.39183364575872,3418.4733988256944,242.81002618799243
2,Cleveland,0.0,15165.93749684674,0.0,2644.4001438906225,785.6023000464663,0.0,0.0,0.0,2715.4341488144937,0.0,0.0,6128.083309325622,1799.141318916997,49.03109789983571,0.0,0.0,0.0,42.95836114291269,292.5374378052056,365.82455204262436,767.866674690783,0.0,1966.34574544366,1349.9162251710118,0.0,0.0
3,Cumbria,84.31723918254728,0.0,16754.634109350794,133.67363133570112,2681.5322041318095,0.0,5228.914899606491,399.9344455120953,746.6288621681188,148.45101229898196,237.9447192188657,2415.379162791591,1109.6846031732557,36.70174143341352,0.0,130.09799822224002,201.27526689458884,487.25955942075603,58.6728895956735,321.9854096430145,53.61525397399395,31.35403268598435,2032.109412244034,2361.4657038762007,0.0,143.4827716918113
4,Durham,296.2760035698961,3740.8219842299536,171.7484147722866,2147.451067055952,2427.470613535757,176.90027372262057,97.91511034911797,0.0,8036.112941783866,1091.9017243248845,489.6390085033789,11890.906136158272,2878.9515596462365,803.1006366558433,0.0,58.30513887121248,0.0,320.73443079580846,0.0,0.0,0.0,0.0,6341.630989658869,548.0675343044475,0.0,0.0
5,Greater Manchester,49701.41638995913,806.6566132651355,3295.191921866314,930.4142267624807,715238.6243278979,1002.8693159216067,42992.93455750339,34936.98567275297,7910.673149659056,101.4432174354868,9698.604343814928,1936.0129682847669,31504.386265554902,23269.71116121086,1177.955110190771,4412.6548189497635,4845.616492552654,5558.216842860798,816.7525100060051,2545.187887031835,1678.943198978074,2060.0253776652826,23311.795989869388,2618.5596696100447,1636.4126802868223,1602.549616277709
6,Humberside,132.7669743133649,0.0,0.0,154.16136786871243,2097.3765153352547,35135.393296774164,136.00985842374396,422.3935809696283,4003.3612246506723,162.09594682930555,6921.627245988209,163.13760640531086,3899.466830499354,1571.6656631547576,766.5768272158937,608.5279957615154,535.4533004431242,383.40384356451835,507.3989728340198,2436.5739165090044,115.0223904790976,44.97758479475788,4129.815616966858,443.5440518700132,515.8149703489971,0.0
7,Lancashire,1717.4564440355232,0.0,7343.613876476757,222.34967639630747,43172.25203527167,576.4745028885915,90993.47239644555,15018.218746995042,389.85947994397884,0.0,1158.7561942459029,724.8044252153492,4617.837616828508,339.2077632852042,337.0404977163087,166.13378960289364,1585.0114270148495,1267.5250537899433,69.56066905311926,1318.449834485566,878.7100679712798,460.6700335671403,6893.233870752055,2132.761923363459,1337.4152537644884,0.0
8,Merseyside,29297.896646401794,0.0,1048.8793814341168,0.0,38985.959023815056,425.70654616899543,14789.515021383848,495293.76586524944,2063.0565813714147,0.0,1207.5337304574316,269.62130096481604,862.2437380665654,842.1028677719044,68.88429997478832,3468.5057845324222,3102.224020356843,1055.9123791741506,0.0,3232.4907016768393,703.0921976178957,553.3055561982267,10864.52779362441,629.2473867125357,3604.7755653911563,0.0
9,North Yorkshire,615.2364498474494,3155.7979492596896,849.2034585088138,6164.927042482489,5490.824789616047,4003.8959778935728,317.4103768178963,420.6993263637408,27150.4469601719,93.15200807735344,7962.828975475846,5151.41265510726,37309.54244018371,2673.006412864401,337.26442349018674,0.0,1621.3216049444952,1608.3586167034427,0.0,1000.4544362842978,629.1222269173068,461.9133566628617,7392.790707497557,342.91584905424844,0.0,0.0
10,Northumberland,0.0,0.0,297.1456426226638,109.46810880961424,63.95917699775699,45.635137225856994,0.0,0.0,143.3506755354556,1263.030650278547,139.07355080576008,12418.697009298576,273.29415544007156,50.8733011687236,434.31062955692965,0.0,406.71952975728874,63.47511551345493,0.0,134.42483104783298,0.0,0.0,1695.1304860462487,2663.671188484412,0.0,0.0
11,South Yorkshire,874.0331891443518,246.6706355842464,233.8791331927305,727.793048427843,12992.14549880969,7537.166101066812,674.5307347233529,1590.4265631107035,9068.663848038848,599.995172009327,238548.24079172153,1037.6743837271288,26055.681000474477,15952.494314208387,1292.911584975396,781.4613503682656,2323.0390350397956,2004.497155991373,428.61468803790814,2437.563297922495,476.2217931660658,387.10050258875043,9706.450064638266,508.5990471572858,0.0,326.93329728056216
12,Tyne and Wear,0.0,5793.821731155111,1918.4022439318715,8140.635217212632,1965.5772602013963,79.76168627751359,411.290676786976,994.1430706187211,6051.988757291461,12451.154905713172,1193.5560369336329,540054.6038522798,2303.4682855551946,1284.036462089439,0.0,278.08463440616254,603.4280069241862,739.9907243368048,0.0,572.8475067984159,58.08870794296701,0.0,6547.12601181024,6562.6199941472005,0.0,227.94044387056275
